#Supplementary Table 1 Summary of protein groups measured in at least one sample of the Genes & Health cohort
#.ref - indicates protein and precursor (pre.) data obtained including all possible peptides; .mac5 - excluding variant peptides with evidence that respective protein altering variants exist in the Genes & Health population down to a minor allele count (MAC) of 5; sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Olink ID - best correlating olink target; spear.olink = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
prot.id,protein_group_id,uniprotswissprot,chromosome,start_position,end_position,ensembl_gene_id,hgnc_symbol,num.pre.well1.ref,num.pre.well2.ref,missing.per.ref,mean.l2.ref,sd.l2.ref,num.pre.well1.mac5,num.pre.well2.mac5,cv.mac5,mean.cv.mac5,sd.cv.mac5,n.mac5,missing.per.mac5,mean.l2.mac5,sd.l2.mac5,median.l2.mac5,min.l2.mac5,max.l2.mac5,p.dip.mac5,faction.outlier.mac5,cis.pQTL,med.pred,p25.pred,p75.pred,Olink ID,spear.olink,SomaLogic ID,spear.soma,correlation.cluster,cell type contamination marker
prot.108,A0A0B4J1V1,A0A0B4J1V1,14,106235064,106235594,ENSG00000211947,IGHV3-21,2,2,36.19,13.68,0.96,2,2,21.55,14.18,0.31,21.00,36.19,13.68,0.96,13.59,10.75,18.48,0.80,0.01,FALSE,0.23,0.22,0.24,,,,,,
prot.1080,O14498,O14498,15,74173710,74176872,ENSG00000129009,ISLR,3,3,0.21,13.01,0.45,3,3,19.55,12.94,0.28,22.00,0.21,13.01,0.45,13.02,10.96,14.69,0.99,0.00,FALSE,0.30,0.30,0.30,,,seq.29524.14,0.30,,
prot.1081,O14521,O14521,11,112086824,112120016,ENSG00000204370,SDHD,6,6,0.42,14.25,0.51,6,6,20.04,14.04,0.27,22.00,0.42,14.25,0.51,14.28,10.85,15.83,1.00,0.01,FALSE,0.23,0.22,0.24,,,,,,
prot.1082,O14523,O14523,11,119102198,119118544,ENSG00000172375,C2CD2L,27,27,0.28,13.22,0.58,23,23,24.46,13.03,0.37,22.00,0.28,13.22,0.59,13.27,9.45,15.23,0.99,0.01,FALSE,0.40,0.40,0.41,C2CD2L_42202,0.34,seq.23704.11,0.57,1,
prot.1083,O14530,O14530,2,99318982,99340702,ENSG00000115514,TXNDC9,15,15,0.35,13.63,0.52,12,12,18.02,13.54,0.26,22.00,0.35,13.69,0.52,13.72,9.23,15.63,0.95,0.01,FALSE,0.46,0.46,0.46,TXNDC9_44369,0.59,seq.23303.131,0.27,1,
prot.1084,O14531,O14531,10,132186948,132205759,ENSG00000151640,DPYSL4,1,1,0.42,13.89,0.63,1,1,22.16,13.59,0.32,22.00,0.42,13.89,0.63,13.94,10.21,16.08,0.99,0.01,FALSE,0.12,0.12,0.13,,,seq.20247.17,0.00,1,
prot.1085,O14545,O14545,12,112125538,112153604,ENSG00000135148,TRAFD1,20,20,0.49,13.19,0.53,20,20,21.60,12.81,0.31,22.00,0.49,13.19,0.53,13.22,9.83,15.40,0.99,0.01,FALSE,0.44,0.44,0.44,TRAFD1_41947,0.51,,,1,
prot.1086,O14548,O14548,2,42333546,42425088,ENSG00000115944,COX7A2L,7,7,1.04,14.26,0.57,7,7,24.75,14.18,0.35,22.00,1.04,14.26,0.57,14.30,9.90,16.07,0.95,0.01,FALSE,0.06,0.06,0.06,,,seq.9590.10,-0.05,,
prot.1087,O14556,O14556,19,35533455,35545319,ENSG00000105679,GAPDHS,2,2,93.74,13.69,0.62,2,2,14.48,13.09,0.21,3.00,93.74,13.69,0.62,13.65,11.84,15.73,0.00,0.00,FALSE,0.07,0.06,0.08,,,seq.8004.15,-0.02,,
prot.1088,O14561,O14561,16,23581014,23596316,ENSG00000004779,NDUFAB1,5,5,0.35,14.76,0.58,5,5,28.60,14.54,0.41,22.00,0.35,14.76,0.58,14.81,11.32,16.89,0.99,0.01,FALSE,0.31,0.30,0.32,,,,,,
prot.1089,O14569,O14569,3,50350845,50358460,ENSG00000114395,CYB561D2,3,3,1.39,13.41,0.56,3,3,20.96,13.21,0.28,22.00,1.39,13.41,0.56,13.46,10.56,15.64,0.99,0.01,FALSE,0.18,0.17,0.18,,,,,,
prot.109,A0A0B4J1V2,A0A0B4J1V2,14,106301396,106301862,ENSG00000211951,IGHV2-26,8,8,1.18,13.84,0.80,5,5,28.43,13.31,0.49,22.00,2.57,13.73,0.91,13.65,10.70,17.84,1.00,0.01,FALSE,0.25,0.25,0.26,,,,,,
prot.1090,O14576;O14576-2;O14576-3;O14576-5,O14576,7,95772506,96110322,ENSG00000158560,DYNC1I1,5,5,41.75,11.66,0.74,5,5,41.39,11.25,0.76,6.00,41.75,11.66,0.74,11.72,8.74,13.64,0.93,0.00,FALSE,0.10,0.09,0.10,,,seq.33339.9,0.05,,
prot.1091,O14579,O14579,19,18899514,18919387,ENSG00000105669,COPE,21,21,0.00,14.19,0.57,18,18,20.69,14.22,0.29,22.00,0.00,14.23,0.57,14.27,8.38,16.50,1.00,0.01,FALSE,0.24,0.23,0.25,COPE_42314,0.04,seq.19310.81,-0.02,1,
prot.1092,O14594,O14594,19,19211958,19252233,ENSG00000130287,NCAN,29,32,0.00,13.86,0.40,28,31,15.12,13.52,0.21,22.00,0.00,13.87,0.40,13.86,12.68,15.20,0.87,0.00,FALSE,0.54,0.54,0.54,NCAN_44803,0.70,seq.15573.110,0.68,,
prot.1093,O14602,,,,,,,4,4,50.80,15.52,1.21,4,4,30.60,15.43,0.36,22.00,50.80,15.52,1.21,15.74,9.85,19.01,0.99,0.07,FALSE,NA,NA,NA,,,seq.19224.5,0.60,,
prot.1094,O14617-5,O14617,19,2100988,2164468,ENSG00000065000,AP3D1,65,64,0.00,13.81,0.55,60,59,19.38,13.66,0.26,22.00,0.00,13.83,0.55,13.86,10.22,16.30,0.99,0.01,FALSE,0.21,0.21,0.22,,,seq.31987.51,-0.09,1,
prot.1095,O14625,O14625,4,76033682,76041415,ENSG00000169248,CXCL11,3,3,14.89,12.73,0.65,3,3,30.79,12.50,0.52,16.00,14.89,12.73,0.65,12.73,9.51,16.26,0.99,0.01,FALSE,0.45,0.44,0.46,CXCL11_44585,0.63,seq.3038.9,0.65,,
prot.1096,O14633;Q5TA81,O14633|Q5TA81,1|1,152686123|152675279,152687397|152676569,ENSG00000159455|ENSG00000187180,LCE2B|LCE2C,2,1,86.57,10.82,1.27,2,1,48.32,9.77,0.63,4.00,86.57,10.82,1.27,10.84,7.72,15.72,0.87,0.02,FALSE,0.16,0.15,0.16,,,,,,
prot.1097,O14639-6,O14639,10,114431112,114768061,ENSG00000099204,ABLIM1,43,43,0.28,13.16,0.77,43,43,16.52,12.73,0.24,22.00,0.28,13.16,0.77,13.20,10.79,16.23,0.99,0.00,TRUE,0.61,0.61,0.61,ABLIM1_43316,0.74,,,,
prot.1098,O14646,O14646,5,98853985,98929007,ENSG00000153922,CHD1,1,1,0.00,17.85,0.32,1,1,13.98,17.91,0.20,22.00,0.00,17.85,0.32,17.87,16.59,18.95,0.93,0.00,FALSE,0.19,0.19,0.21,,,,,2,
prot.1099,O14656,O14656,9,129812942,129824244,ENSG00000136827,TOR1A,15,15,0.00,14.12,0.32,14,14,18.17,14.01,0.25,22.00,0.00,14.13,0.32,14.14,12.75,15.02,0.99,0.00,FALSE,0.25,0.24,0.26,,,seq.29758.80,0.14,,
prot.11,A0A075B6I9,A0A075B6I9,22,22369614,22370087,ENSG00000211649,IGLV7-46,4,4,0.07,14.75,0.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.110,A0A0B4J1V6,A0A0B4J1V6,14,106802694,106803233,ENSG00000211976,IGHV3-73,3,3,0.97,13.83,0.89,3,3,25.30,13.77,0.39,22.00,0.97,13.83,0.89,13.77,11.37,17.46,0.99,0.00,FALSE,0.29,0.29,0.31,,,,,,
prot.1100,O14657,O14657,9,129803157,129811281,ENSG00000136816,TOR1B,4,3,24.50,13.50,0.49,3,2,45.40,13.68,0.70,11.00,27.00,13.72,0.50,13.74,11.16,15.62,1.00,0.00,FALSE,0.09,0.09,0.10,,,,,,
prot.1101,O14662-2,O14662,20,58651272,58679526,ENSG00000124222,STX16,15,15,0.97,13.12,0.47,15,15,20.04,12.88,0.28,22.00,0.97,13.12,0.47,13.14,10.92,15.14,0.99,0.01,FALSE,0.24,0.24,0.25,STX16_43140,0.25,seq.26029.12,0.09,,
prot.1102,O14672,O14672,15,58588809,58749791,ENSG00000137845,ADAM10,48,48,0.00,15.38,0.51,48,48,19.03,15.26,0.26,22.00,0.00,15.38,0.51,15.40,12.51,17.35,0.99,0.01,FALSE,0.17,0.16,0.18,,,seq.8654.13,-0.04,1,
prot.1103,O14681,O14681,11,125569280,125584684,ENSG00000149547,EI24,4,3,10.16,13.13,0.61,4,3,39.86,12.92,0.52,19.00,10.16,13.13,0.61,13.16,9.92,14.79,0.95,0.00,FALSE,0.13,0.13,0.13,,,,,,
prot.1104,O14713,O14713,2,9403475,9423528,ENSG00000119185,ITGB1BP1,2,2,39.18,11.52,0.70,2,2,38.99,11.26,0.72,13.00,39.18,11.52,0.70,11.57,8.33,13.29,0.73,0.00,FALSE,0.13,0.12,0.13,ITGB1BP1_42639,-0.01,seq.29273.1,0.09,,
prot.1105,O14727-4,O14727,12,98645149,98735433,ENSG00000120868,APAF1,46,46,0.07,13.02,0.45,43,43,16.34,12.79,0.22,22.00,0.07,13.03,0.46,13.05,9.73,14.97,0.83,0.01,FALSE,0.23,0.23,0.24,,,seq.13583.19,0.12,1,
prot.1106,O14732,O14732,18,11981025,12030877,ENSG00000141401,IMPA2,4,4,56.58,12.65,0.69,4,4,40.44,12.38,0.54,5.00,56.58,12.65,0.69,12.67,9.56,16.83,0.96,0.01,FALSE,0.08,0.08,0.08,,,seq.12581.39,0.00,,
prot.1107,O14733;O14733-4,O14733,19,7903843,7914478,ENSG00000076984,MAP2K7,4,4,0.07,14.65,0.29,4,4,21.11,14.54,0.32,22.00,0.07,14.65,0.29,14.65,13.05,15.90,0.99,0.00,FALSE,0.13,0.12,0.13,,,seq.30390.1,-0.03,,
prot.1108,O14734,O14734,20,45841721,45857405,ENSG00000101473,ACOT8,15,15,0.84,13.35,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,seq.17400.71,,,
prot.1109,O14735,O14735,16,29858357,29863414,ENSG00000103502,CDIPT,7,7,0.00,14.70,0.60,7,7,18.55,14.52,0.26,22.00,0.00,14.70,0.60,14.73,10.31,16.82,0.98,0.01,FALSE,0.28,0.27,0.28,,,,,1,
prot.111,A0A0B4J1X5,A0A0B4J1X5,14,106810442,106811131,ENSG00000224650,IGHV3-74,6,6,0.00,13.88,0.75,5,5,19.69,14.12,0.28,22.00,0.00,13.90,0.75,13.86,11.88,19.12,0.99,0.00,FALSE,0.45,0.44,0.45,,,,,,
prot.1110,O14737,O14737,19,32581190,32587453,ENSG00000105185,PDCD5,4,4,11.62,12.02,0.53,4,4,34.73,12.06,0.45,22.00,11.62,12.02,0.53,12.07,9.55,13.54,0.96,0.00,FALSE,0.19,0.19,0.20,PDCD5_44836,0.20,seq.12517.52,0.21,,
prot.1111,O14744,O14744,14,22920525,22929408,ENSG00000100462,PRMT5,27,27,0.07,13.21,0.49,27,27,15.99,13.07,0.22,22.00,0.07,13.21,0.49,13.24,9.70,15.07,0.98,0.01,FALSE,0.43,0.42,0.44,,,,,1,
prot.1112,O14745,O14745,17,74748628,74769353,ENSG00000109062,NHERF1,21,21,0.00,14.62,0.46,8,8,16.27,14.89,0.22,22.00,0.00,15.02,0.47,15.03,12.41,16.73,0.99,0.01,FALSE,0.55,0.54,0.55,NHERF1_44938,0.41,seq.24694.158,0.60,1,
prot.1113,O14753,O14753,11,65787063,65797214,ENSG00000172818,OVOL1,1,1,39.94,16.00,0.48,1,1,20.64,15.95,0.29,11.00,39.94,16.00,0.48,16.01,12.32,17.57,1.00,0.01,FALSE,0.08,0.07,0.08,,,seq.29384.86,0.06,,
prot.1114,O14772-2,O14772,1,74198238,74234086,ENSG00000254685,FPGT,13,13,0.77,12.72,0.50,13,13,18.72,12.53,0.28,22.00,0.77,12.72,0.50,12.77,8.81,14.37,0.98,0.00,FALSE,0.29,0.28,0.31,,,,,,
prot.1115,O14773,O14773,11,6612768,6619448,ENSG00000166340,TPP1,14,14,0.00,14.52,0.54,12,12,21.60,14.42,0.29,22.00,0.00,14.45,0.55,14.47,11.17,17.22,1.00,0.01,FALSE,0.32,0.32,0.32,TPP1_44998,0.20,seq.17691.1,0.07,1,
prot.1116,O14775,O14775,15,52115100,52191392,ENSG00000069966,GNB5,16,16,0.14,13.84,0.59,16,16,18.00,13.64,0.24,22.00,0.14,13.84,0.59,13.88,9.48,15.64,0.99,0.01,FALSE,0.38,0.37,0.39,,,,,1,
prot.1117,O14786,O14786,10,33177492,33336262,ENSG00000099250,NRP1,48,48,0.00,13.85,0.31,48,48,9.24,13.88,0.13,22.00,0.00,13.85,0.31,13.85,12.34,15.22,0.99,0.00,FALSE,0.50,0.49,0.50,NRP1_45391,0.57,seq.5542.22,0.64,,
prot.1118,O14787,O14787,19,12699201,12724011,ENSG00000105576,TNPO2,16,16,0.14,13.00,0.52,16,16,21.72,12.85,0.30,22.00,0.14,13.00,0.52,13.03,10.18,14.81,0.92,0.01,FALSE,0.32,0.32,0.33,,,,,1,
prot.1119,O14791,O14791,22,36253071,36267530,ENSG00000100342,APOL1,34,33,0.00,16.15,0.43,27,26,9.85,15.67,0.14,22.00,0.00,16.27,0.43,16.25,14.87,18.07,1.00,0.00,FALSE,0.52,0.52,0.52,APOL1_45312,0.47,seq.11510.31,0.50,,
prot.112,A0A0B4J1X8,A0A0B4J1X8,14,106470264,106470800,ENSG00000232216,IGHV3-43,4,4,24.70,13.81,1.26,2,2,35.49,12.73,0.85,9.00,92.00,12.77,1.32,12.85,9.38,16.87,0.99,0.05,FALSE,0.22,0.21,0.23,,,,,,
prot.1120,O14817,O14817,11,842812,867116,ENSG00000214063,TSPAN4,4,4,1.81,13.39,0.50,3,3,38.17,13.09,0.49,17.00,7.31,13.20,0.53,13.25,10.34,14.82,1.00,0.00,FALSE,0.13,0.13,0.14,,,,,,
prot.1121,O14818,O14818,20,62136733,62143440,ENSG00000101182,PSMA7,20,20,0.00,14.24,0.49,15,15,18.14,13.83,0.26,22.00,0.00,14.16,0.49,14.18,11.59,15.96,0.97,0.00,FALSE,0.41,0.40,0.42,,,seq.12460.18,0.37,1,
prot.1122,O14828,O14828,1,155255979,155262433,ENSG00000116521,SCAMP3,13,13,0.35,13.96,0.60,11,11,19.35,13.78,0.28,22.00,0.35,13.93,0.61,13.98,10.08,16.04,1.00,0.01,FALSE,0.42,0.41,0.44,SCAMP3_44209,0.59,seq.22017.1,0.19,1,
prot.1123,O14841,O14841,8,144051266,144063965,ENSG00000178814,OPLAH,23,22,0.00,13.70,0.32,19,18,15.47,13.52,0.25,22.00,0.00,13.76,0.32,13.77,12.39,15.29,0.59,0.00,FALSE,0.37,0.37,0.38,OPLAH_44059,0.34,seq.27247.45,0.06,,
prot.1124,O14874,O14874,16,31106107,31112791,ENSG00000103507,BCKDK,16,14,2.09,12.65,0.56,16,14,23.29,12.49,0.36,22.00,2.09,12.65,0.56,12.69,9.17,14.78,0.67,0.01,FALSE,0.27,0.26,0.27,,,,,,
prot.1125,O14880,O14880,1,165631213,165661796,ENSG00000143198,MGST3,9,9,0.00,14.52,0.58,7,7,25.98,14.06,0.36,22.00,0.00,14.15,0.60,14.17,11.16,16.14,0.84,0.00,TRUE,0.26,0.25,0.27,,,,,,
prot.1126,O14907,O14907,17,3662895,3668679,ENSG00000213977,TAX1BP3,2,2,9.46,13.02,0.59,2,2,22.88,13.23,0.32,22.00,9.46,13.02,0.59,13.04,10.43,14.63,0.96,0.00,FALSE,0.29,0.28,0.30,,,seq.12498.12,0.35,,
prot.1127,O14908,O14908,19,14477760,14496149,ENSG00000123159,GIPC1,9,9,10.65,12.01,0.55,9,9,26.12,11.71,0.41,21.00,10.65,12.01,0.55,12.07,9.37,14.64,0.93,0.00,FALSE,0.25,0.25,0.25,,,seq.22970.8,0.32,,
prot.1128,O14920,O14920,8,42271302,42332460,ENSG00000104365,IKBKB,35,35,0.35,13.08,0.53,34,34,19.03,12.86,0.28,22.00,0.35,13.08,0.53,13.10,8.97,15.34,0.99,0.01,FALSE,0.41,0.40,0.42,,,seq.24940.3,0.50,1,
prot.1129,O14933,O14933,11,57551656,57568284,ENSG00000156587,UBE2L6,2,2,5.78,12.77,0.66,2,2,24.76,12.67,0.37,21.00,5.78,12.77,0.66,12.82,9.59,14.88,0.99,0.00,FALSE,0.30,0.29,0.31,UBE2L6_45007,0.34,seq.19190.4,0.04,,
prot.113,A0A0B4J1Y8,A0A0B4J1Y8,22,22343187,22343732,ENSG00000223350,IGLV9-49,7,7,14.82,13.41,1.08,7,7,20.12,13.89,0.29,22.00,14.82,13.41,1.08,13.42,8.91,18.64,1.00,0.00,FALSE,0.41,0.40,0.42,,,,,,
prot.1130,O14949,O14949,5,132866630,132868847,ENSG00000164405,UQCRQ,6,6,0.28,14.53,0.62,6,6,18.27,14.44,0.27,22.00,0.28,14.53,0.62,14.56,9.67,16.82,0.99,0.01,FALSE,0.25,0.24,0.26,,,,,1,
prot.1131,O14957,O14957,19,1597169,1605473,ENSG00000127540,UQCR11,1,1,10.51,12.78,0.64,1,1,42.79,12.60,0.55,20.00,10.51,12.78,0.64,12.85,10.05,14.76,1.00,0.00,FALSE,0.15,0.14,0.16,,,,,,
prot.1132,O14960,O14960,5,135922279,135954983,ENSG00000145826,LECT2,6,6,0.00,17.68,0.39,6,6,11.95,17.38,0.17,22.00,0.00,17.68,0.39,17.72,13.60,18.76,0.99,0.00,TRUE,0.60,0.59,0.61,LECT2_44744,0.40,seq.16763.11,0.74,,
prot.1133,O14966,O14966,1,205767986,205775482,ENSG00000117280,RAB29,3,3,40.85,12.82,0.58,3,3,50.02,12.76,0.71,9.00,40.85,12.82,0.58,12.85,10.66,14.79,0.97,0.00,FALSE,0.14,0.14,0.14,,,,,,
prot.1134,O14972,O14972,21,37223420,37267919,ENSG00000157538,VPS26C,11,10,0.77,12.66,0.47,11,10,20.74,12.46,0.29,22.00,0.77,12.66,0.47,12.70,9.75,14.39,0.98,0.01,FALSE,0.22,0.21,0.23,,,seq.31925.2,0.10,,
prot.1135,O14974,O14974,12,79773563,79935460,ENSG00000058272,PPP1R12A,58,58,0.00,14.26,0.60,58,58,24.20,14.01,0.31,22.00,0.00,14.26,0.60,14.29,10.41,17.03,0.89,0.01,FALSE,0.61,0.60,0.61,PPP1R12A_44865,0.70,seq.29254.17,-0.21,1,
prot.1136,O14975,O14975,15,50182196,50236385,ENSG00000140284,SLC27A2,19,18,1.60,12.84,0.49,19,18,23.35,12.55,0.35,22.00,1.60,12.84,0.49,12.86,10.46,14.59,0.98,0.00,TRUE,0.20,0.20,0.21,,,seq.9045.3,0.19,,
prot.1137,O14976,O14976,4,849276,932373,ENSG00000178950,GAK,44,44,0.35,12.92,0.43,43,43,13.84,12.70,0.19,22.00,0.35,12.92,0.43,12.93,10.40,14.63,0.98,0.01,FALSE,0.23,0.22,0.24,GAK_40260,0.13,,,1,
prot.1138,O14978,O14978,16,3283283,3301401,ENSG00000006194,ZNF263,1,1,61.80,12.20,0.76,1,1,37.58,11.64,0.58,4.00,61.80,12.20,0.76,12.20,9.39,15.03,0.99,0.00,FALSE,0.10,0.09,0.10,,,seq.22839.23,0.07,,
prot.1139,O14980,O14980,2,61476032,61538741,ENSG00000082898,XPO1,50,50,0.00,13.44,0.56,50,50,14.16,13.27,0.20,22.00,0.00,13.44,0.56,13.46,8.71,15.50,0.98,0.01,FALSE,0.35,0.34,0.36,,,,,1,
prot.114,A0A0B4J1Y9,A0A0B4J1Y9,14,106790694,106791233,ENSG00000225698,IGHV3-72,8,8,0.00,14.98,0.57,8,8,11.21,14.87,0.16,22.00,0.00,14.98,0.57,14.92,13.30,18.82,1.00,0.00,FALSE,0.50,0.49,0.51,,,,,,
prot.1140,O14986;O14986-2;O14986-3,O14986,9,68705240,69009176,ENSG00000107242,PIP5K1B,7,7,17.75,11.86,0.60,7,7,38.53,11.66,0.63,17.00,17.75,11.86,0.60,11.87,9.22,13.93,0.80,0.00,FALSE,0.12,0.11,0.13,,,,,,
prot.1141,O15013-5,O15013,8,1823926,1958641,ENSG00000104728,ARHGEF10,30,30,2.51,12.31,0.63,26,26,18.68,12.25,0.27,22.00,2.85,12.23,0.64,12.25,8.96,15.92,1.00,0.00,TRUE,0.46,0.44,0.46,ARHGEF10_43383,0.63,seq.9061.3,0.04,,
prot.1142,O15021-3,O15021,5,66596380,67169593,ENSG00000069020,MAST4,4,4,48.23,11.90,0.65,4,4,41.23,12.01,0.65,10.00,48.23,11.90,0.65,11.94,8.73,13.56,1.00,0.00,FALSE,0.11,0.11,0.11,MAST4_41456,0.09,seq.24675.2,-0.04,,
prot.1143,O15027,O15027,9,136440096,136483759,ENSG00000148396,SEC16A,47,47,0.42,12.54,0.51,36,36,18.11,12.51,0.27,22.00,0.49,12.61,0.52,12.63,9.44,14.54,0.99,0.01,FALSE,0.29,0.28,0.30,,,,,,
prot.1144,O15031,O15031,22,50274979,50307646,ENSG00000196576,PLXNB2,80,80,0.00,13.58,0.48,69,69,16.37,13.44,0.23,22.00,0.00,13.48,0.48,13.50,10.77,15.27,0.99,0.01,FALSE,0.20,0.19,0.20,PLXNB2_45229,0.07,seq.10855.55,-0.04,1,
prot.1145,O15037,O15037,14,24429286,24441843,ENSG00000100441,KHNYN,11,11,19.35,12.07,0.62,11,11,31.93,11.76,0.50,15.00,19.35,12.07,0.62,12.12,9.56,13.84,0.99,0.00,FALSE,0.14,0.13,0.15,,,,,,
prot.1146,O15040,O15040,14,102362941,102502477,ENSG00000196663,TECPR2,12,12,3.62,11.92,0.50,11,11,29.88,11.76,0.42,22.00,3.83,11.98,0.51,12.02,9.61,14.00,1.00,0.00,FALSE,0.18,0.17,0.18,,,,,,
prot.1147,O15042,O15042,3,142964497,143060725,ENSG00000163714,U2SURP,5,5,0.21,15.66,0.41,5,5,16.56,15.49,0.24,22.00,0.21,15.66,0.41,15.67,13.76,17.18,0.73,0.00,FALSE,0.26,0.25,0.27,,,,,,
prot.1148,O15067,O15067,17,8247618,8270491,ENSG00000178921,PFAS,39,39,0.00,13.21,0.45,38,38,14.14,12.91,0.21,22.00,0.00,13.15,0.45,13.16,10.56,14.83,0.99,0.00,FALSE,0.27,0.26,0.28,,,,,1,
prot.1149,O15075-2,O15075,13,35768652,36131382,ENSG00000133083,DCLK1,1,1,75.43,12.89,0.52,1,1,38.79,12.99,0.59,6.00,75.43,12.89,0.52,12.91,11.36,14.38,0.97,0.00,FALSE,0.00,-0.01,0.00,,,seq.17156.72,-0.12,,
prot.115,A0A0B4J231;B9A064,B9A064,22,22887780,22896111,ENSG00000254709,IGLL5,17,18,0.00,18.14,0.49,13,13,12.28,18.12,0.17,22.00,0.00,18.72,0.48,18.69,17.20,20.49,0.99,0.00,FALSE,0.24,0.23,0.26,,,seq.29597.86,-0.03,,
prot.1150,O15084,O15084,3,15667236,15859771,ENSG00000206560,ANKRD28,64,64,0.07,12.96,0.44,62,62,15.59,12.72,0.22,22.00,0.07,12.92,0.44,12.91,10.55,14.74,0.79,0.00,FALSE,0.19,0.19,0.20,ANKRD28_40016,0.06,,,1,
prot.1151,O15111,O15111,10,100188300,100229596,ENSG00000213341,CHUK,35,35,0.49,13.01,0.53,32,32,16.72,12.84,0.25,22.00,0.56,13.06,0.52,13.09,9.25,14.94,1.00,0.01,FALSE,0.39,0.39,0.39,CHUK_42293,0.43,,,1,
prot.1152,O15116,O15116,8,38163335,38176730,ENSG00000175324,LSM1,3,2,3.69,13.67,0.55,3,2,30.75,13.62,0.41,21.00,3.69,13.67,0.55,13.70,11.46,15.47,0.96,0.00,FALSE,0.30,0.29,0.30,LSM1_42711,0.02,seq.17795.176,0.42,,
prot.1153,O15117-2;O15117-3,O15117,5,39105252,39274528,ENSG00000082074,FYB1,55,55,0.00,15.73,0.66,55,55,31.25,15.63,0.37,22.00,0.00,15.73,0.66,15.75,10.99,18.49,1.00,0.01,FALSE,0.59,0.58,0.60,FYB1_45129,0.65,seq.34259.4,0.58,1,
prot.1154,O15118,O15118,18,23506184,23586506,ENSG00000141458,NPC1,6,6,38.69,11.97,0.65,6,6,30.50,11.81,0.42,12.00,38.69,11.97,0.65,12.03,9.57,14.61,0.96,0.00,FALSE,0.11,0.11,0.11,,,seq.33725.3,0.06,,
prot.1155,O15120,O15120,9,136673143,136687457,ENSG00000169692,AGPAT2,7,6,0.97,13.41,0.53,7,6,20.20,13.18,0.29,22.00,0.97,13.41,0.53,13.45,10.71,15.53,0.87,0.01,FALSE,0.21,0.21,0.22,,,,,,
prot.1156,O15121,O15121,1,224175756,224193441,ENSG00000143753,DEGS1,4,4,7.24,13.40,0.53,4,4,39.29,13.08,0.48,20.00,7.24,13.40,0.53,13.44,10.59,14.82,0.72,0.00,FALSE,0.05,0.05,0.06,,,seq.31040.1,-0.03,,
prot.1157,O15126,O15126,5,78360611,78480739,ENSG00000085365,SCAMP1,14,14,0.56,13.25,0.59,14,14,20.97,13.04,0.29,22.00,0.56,13.25,0.59,13.28,8.46,15.58,0.99,0.01,FALSE,0.23,0.23,0.24,,,,,,
prot.1158,O15127,O15127,15,74843730,74873365,ENSG00000140497,SCAMP2,7,7,0.00,14.49,0.66,3,3,20.28,15.02,0.29,22.00,0.00,15.15,0.65,15.19,10.74,17.18,0.99,0.01,FALSE,0.40,0.38,0.40,SCAMP2_44208,0.52,seq.29658.9,0.09,1,
prot.1159,O15143,O15143,7,99374249,99394816,ENSG00000130429,ARPC1B,37,37,0.00,16.11,0.51,29,29,18.62,15.93,0.25,22.00,0.00,16.12,0.51,16.15,13.19,18.37,0.99,0.01,FALSE,0.50,0.49,0.50,,,seq.12689.56,0.57,1,
prot.116,A0A0B4J2C3,P13693,13,45333471,45341284,ENSG00000133112,TPT1,13,13,0.00,15.06,0.51,13,13,14.61,14.91,0.20,22.00,0.00,15.06,0.51,15.09,11.88,17.29,0.99,0.01,FALSE,0.54,0.53,0.55,,,,,1,
prot.1160,O15144,O15144,2,218217141,218254356,ENSG00000163466,ARPC2,40,39,0.00,15.08,0.59,40,39,20.14,14.85,0.27,22.00,0.00,15.08,0.59,15.10,11.56,17.52,0.96,0.01,FALSE,0.52,0.51,0.53,,,seq.23376.56,0.62,1,
prot.1161,O15145,O15145,12,110434823,110450422,ENSG00000111229,ARPC3,23,23,0.00,15.90,0.52,23,23,19.69,15.72,0.26,22.00,0.00,15.90,0.52,15.93,12.56,18.25,1.00,0.01,FALSE,0.56,0.55,0.57,,,seq.13573.5,0.63,1,
prot.1162,O15155,O15155,7,93962762,94004382,ENSG00000105829,BET1,4,4,0.49,14.17,0.59,4,4,22.57,14.02,0.33,22.00,0.49,14.17,0.59,14.19,10.70,16.24,0.96,0.01,FALSE,0.20,0.19,0.20,,,,,,
prot.1163,O15162-2,O15162,3,146515180,146544856,ENSG00000188313,PLSCR1,4,4,0.00,14.09,0.52,4,4,16.31,13.66,0.23,22.00,0.00,14.09,0.52,14.11,11.46,16.30,0.97,0.01,FALSE,0.24,0.24,0.26,,,,,,
